#log10(enu), veff [km^3]
16,	4.764057536731410546e-03
16.5,	4.691981347778458739e-02
17,	3.552947343517540713e-01
17.5,	1.727415506206778639e+00
18,	5.812817992244360354e+00
18.5,	1.502916413579811739e+01
19,	3.386762199226257053e+01
19.5,	7.234085321003438196e+01
20,	1.057610602388468095e+02
20.5,	1.791778656557889633e+02
21,	2.333741440373374871e+02
