9.99999995885136E+04	1.25892540732071E+05	-1	1	0	0E+00	0
1.25892540732071E+05	1.58489318985036E+05	-1	1	0	0E+00	0
1.58489318985036E+05	1.99526231558503E+05	-1	1	0	0E+00	0
1.99526231558503E+05	2.51188643174928E+05	-1	1	0	0E+00	0
2.51188643174928E+05	3.16227765841814E+05	-1	1	0	0E+00	0
3.16227765841814E+05	3.98107170355186E+05	-1	1	0	0E+00	0
3.98107170355186E+05	5.01187233457756E+05	-1	1	0	4.59646734E-03	0
5.01187233457756E+05	6.30957344202224E+05	-1	1	0	1.44490164E-02	0
6.30957344202224E+05	7.94328234449176E+05	-1	1	0	5.39284373E-02	0
7.94328234449176E+05	9.99999998007903E+05	-1	1	0	2.72855725E-01	0
9.99999998007903E+05	1.25892540732071E+06	-1	1	0	3.22188195E-01	0
1.25892540732071E+06	1.58489318985036E+06	-1	1	0	8.82783015E-01	0
1.58489318985036E+06	1.99526231558503E+06	-1	1	0	1.73617116E+00	0
1.99526231558503E+06	2.51188643174928E+06	-1	1	0	2.34243383E+00	0
2.51188643174928E+06	3.16227765841814E+06	-1	1	0	4.87946596E+00	0
3.16227765841814E+06	3.98107170355186E+06	-1	1	0	6.66482809E+00	0
3.98107170355186E+06	5.01187233457756E+06	-1	1	0	9.98848358E+00	0
5.01187233457756E+06	6.30957344202224E+06	-1	1	0	1.5890641E+01	0
6.30957344202224E+06	7.94328234449175E+06	-1	1	0	2.80592949E+01	0
7.94328234449175E+06	9.99999998007903E+06	-1	1	0	2.99647495E+01	0
9.99999998007903E+06	1.25892540732071E+07	-1	1	0	3.75723468E+01	0
1.25892540732071E+07	1.58489318985036E+07	-1	1	0	4.68055379E+01	0
1.58489318985036E+07	1.99526231558503E+07	-1	1	0	5.92561338E+01	0
1.99526231558503E+07	2.51188643174928E+07	-1	1	0	8.23062074E+01	0
2.51188643174928E+07	3.16227765841814E+07	-1	1	0	9.50636545E+01	0
3.16227765841814E+07	3.98107170355186E+07	-1	1	0	1.1286241E+02	0
3.98107170355186E+07	5.01187233457756E+07	-1	1	0	1.33899422E+02	0
5.01187233457756E+07	6.30957344202224E+07	-1	1	0	1.66655421E+02	0
6.30957344202224E+07	7.94328234449175E+07	-1	1	0	1.93059335E+02	0
7.94328234449175E+07	9.99999998007903E+07	-1	1	0	2.21865575E+02	0
9.99999998007903E+07	1.25892540732071E+08	-1	1	0	2.26703658E+02	0
1.25892540732071E+08	1.58489318985036E+08	-1	1	0	2.82537131E+02	0
1.58489318985036E+08	1.99526231558503E+08	-1	1	0	3.53565346E+02	0
1.99526231558503E+08	2.51188643174929E+08	-1	1	0	4.05599995E+02	0
2.51188643174929E+08	3.16227765841814E+08	-1	1	0	4.19011027E+02	0
3.16227765841814E+08	3.98107170355186E+08	-1	1	0	4.74360453E+02	0
3.98107170355186E+08	5.01187233457756E+08	-1	1	0	5.28634122E+02	0
5.01187233457756E+08	6.30957344202224E+08	-1	1	0	6.21103479E+02	0
6.30957344202224E+08	7.94328234449175E+08	-1	1	0	6.69004568E+02	0
7.94328234449175E+08	9.99999998007903E+08	-1	1	0	7.44720515E+02	0
9.99999998007903E+08	1.25892540732071E+09	-1	1	0	7.74289036E+02	0
1.25892540732071E+09	1.58489318985036E+09	-1	1	0	8.23172588E+02	0
1.58489318985036E+09	1.99526231558503E+09	-1	1	0	9.80819241E+02	0
1.99526231558503E+09	2.51188643174929E+09	-1	1	0	1.04030307E+03	0
2.51188643174929E+09	3.16227765841814E+09	-1	1	0	1.2971276E+03	0
3.16227765841814E+09	3.98107170355186E+09	-1	1	0	1.35557791E+03	0
3.98107170355186E+09	5.01187233457756E+09	-1	1	0	1.40904858E+03	0
5.01187233457756E+09	6.30957344202224E+09	-1	1	0	1.63984666E+03	0
6.30957344202224E+09	7.94328234449175E+09	-1	1	0	1.64735712E+03	0
7.94328234449175E+09	9.99999998007903E+09	-1	1	0	1.75860592E+03	0
9.99999998007903E+09	1.25892540732071E+10	-1	1	0	2.03215925E+03	0
1.25892540732071E+10	1.58489318985036E+10	-1	1	0	1.83374524E+03	0
1.58489318985036E+10	1.99526231558503E+10	-1	1	0	2.1697274E+03	0
1.99526231558503E+10	2.51188643174929E+10	-1	1	0	2.51313478E+03	0
2.51188643174929E+10	3.16227765841814E+10	-1	1	0	2.53090095E+03	0
3.16227765841814E+10	3.98107170355186E+10	-1	1	0	2.74559244E+03	0
3.98107170355186E+10	5.01187233457756E+10	-1	1	0	2.92429961E+03	0
5.01187233457756E+10	6.30957344202224E+10	-1	1	0	3.03216765E+03	0
6.30957344202224E+10	7.94328234449175E+10	-1	1	0	3.18611315E+03	0
7.94328234449175E+10	1.00000000004621E+11	-1	1	0	3.53439481E+03	0



