2.607e+7, 1.044e-11
2.654e+7, 1.193e-11
2.571e+7, 1.105e-11
2.691e+7, 1.346e-11
2.714e+7, 1.476e-11
2.741e+7, 1.610e-11
2.769e+7, 1.756e-11
2.797e+7, 1.917e-11
2.825e+7, 2.090e-11
2.853e+7, 2.281e-11
2.882e+7, 2.488e-11
2.911e+7, 2.714e-11
2.940e+7, 2.960e-11
2.970e+7, 3.229e-11
2.989e+7, 3.518e-11
3.019e+7, 3.813e-11
3.057e+7, 4.161e-11
3.080e+7, 4.537e-11
3.111e+7, 4.921e-11
3.139e+7, 5.404e-11
3.209e+7, 5.977e-11
3.274e+7, 6.619e-11
3.340e+7, 7.333e-11
3.408e+7, 8.126e-11
3.477e+7, 9.000e-11
3.547e+7, 9.974e-11
3.619e+7, 1.105e-10
3.693e+7, 1.225e-10
3.767e+7, 1.357e-10
3.844e+7, 1.505e-10
3.922e+7, 1.666e-10
4.001e+7, 1.847e-10
4.082e+7, 2.046e-10
4.165e+7, 2.269e-10
4.249e+7, 2.513e-10
4.335e+7, 2.785e-10
4.423e+7, 3.085e-10
4.512e+7, 3.419e-10
4.604e+7, 3.787e-10
4.697e+7, 4.200e-10
4.792e+7, 4.652e-10
4.889e+7, 5.157e-10
4.988e+7, 5.709e-10
5.089e+7, 6.329e-10
5.192e+7, 7.010e-10
5.312e+7, 7.805e-10
5.386e+7, 8.660e-10
5.509e+7, 9.561e-10
5.649e+7, 1.069e-9
5.831e+7, 1.173e-9
6.009e+7, 1.278e-9
6.192e+7, 1.393e-9
6.381e+7, 1.518e-9
6.576e+7, 1.654e-9
6.777e+7, 1.802e-9
6.984e+7, 1.962e-9
7.197e+7, 2.140e-9
7.417e+7, 2.331e-9
7.643e+7, 2.542e-9
7.877e+7, 2.763e-9
8.083e+7, 2.999e-9
8.320e+7, 3.239e-9
8.610e+7, 3.550e-9
8.884e+7, 3.905e-9
9.155e+7, 4.257e-9
9.435e+7, 4.636e-9
9.682e+7, 5.012e-9
1.001e+8, 5.465e-9
1.056e+8, 5.902e-9
1.112e+8, 6.389e-9
1.179e+8, 6.903e-9
1.242e+8, 7.484e-9
1.318e+8, 8.111e-9
1.398e+8, 8.811e-9
1.473e+8, 9.544e-9
1.563e+8, 1.035e-8
1.660e+8, 1.130e-8
1.754e+8, 1.225e-8
1.929e+8, 1.329e-8
2.154e+8, 1.425e-8
2.405e+8, 1.528e-8
2.685e+8, 1.639e-8
2.998e+8, 1.757e-8
3.348e+8, 1.828e-8
3.738e+8, 1.850e-8
4.174e+8, 1.871e-8
4.661e+8, 1.894e-8
5.204e+8, 1.918e-8
5.811e+8, 1.918e-8
6.488e+8, 1.880e-8
7.245e+8, 1.841e-8
8.089e+8, 1.802e-8
9.033e+8, 1.765e-8
1.009e+9, 1.721e-8
1.126e+9, 1.647e-8
1.257e+9, 1.571e-8
1.404e+9, 1.499e-8
1.568e+9, 1.431e-8
1.751e+9, 1.363e-8
1.955e+9, 1.283e-8
2.183e+9, 1.201e-8
2.437e+9, 1.126e-8
2.721e+9, 1.055e-8
3.038e+9, 9.883e-9
3.359e+9, 9.205e-9
3.676e+9, 8.570e-9
4.043e+9, 7.945e-9
4.470e+9, 7.337e-9
4.916e+9, 6.802e-9
5.380e+9, 6.325e-9
5.830e+9, 5.888e-9
6.285e+9, 5.460e-9
6.776e+9, 5.059e-9
7.305e+9, 4.679e-9
7.875e+9, 4.345e-9
8.490e+9, 4.018e-9
9.199e+9, 3.704e-9
9.905e+9, 3.421e-9
1.042e+10, 3.176e-9
1.075e+10, 3.028e-9
1.154e+10, 2.756e-9
1.223e+10, 2.530e-9
1.288e+10, 2.354e-9
1.388e+10, 2.123e-9
1.468e+10, 1.956e-9
1.556e+10, 1.804e-9
1.639e+10, 1.668e-9
1.737e+10, 1.546e-9
1.820e+10, 1.428e-9
1.903e+10, 1.315e-9
1.981e+10, 1.215e-9
2.062e+10, 1.119e-9
2.146e+10, 1.034e-9
2.234e+10, 9.541e-10
2.325e+10, 8.796e-10
2.421e+10, 8.134e-10
2.520e+10, 7.489e-10
2.623e+10, 6.913e-10
2.730e+10, 6.387e-10
2.842e+10, 5.883e-10
2.958e+10, 5.440e-10
3.079e+10, 5.013e-10
3.198e+10, 4.565e-10
3.266e+10, 4.235e-10
3.370e+10, 3.824e-10
3.477e+10, 3.480e-10
3.543e+10, 3.205e-10
3.651e+10, 2.932e-10
3.763e+10, 2.652e-10
3.877e+10, 2.392e-10
3.996e+10, 2.159e-10
4.118e+10, 1.955e-10
4.244e+10, 1.764e-10
4.373e+10, 1.602e-10
4.507e+10, 1.420e-10
4.644e+10, 1.310e-10
4.732e+10, 1.203e-10
4.883e+10, 1.095e-10
5.032e+10, 9.884e-11
5.186e+10, 8.942e-11
5.344e+10, 8.110e-11
5.507e+10, 7.321e-11
5.675e+10, 6.577e-11
5.733e+10, 6.029e-11
5.849e+10, 5.562e-11
5.916e+10, 5.124e-11
6.021e+10, 4.675e-11
6.143e+10, 4.196e-11
6.268e+10, 3.765e-11
6.394e+10, 3.382e-11
6.524e+10, 3.034e-11
6.656e+10, 2.725e-11
6.791e+10, 2.446e-11
6.928e+10, 2.195e-11
7.069e+10, 1.971e-11
7.212e+10, 1.769e-11
7.358e+10, 1.588e-11
7.507e+10, 1.426e-11
7.659e+10, 1.279e-11
7.814e+10, 1.149e-11
7.972e+10, 1.040e-11
